EmployeeID,JoiningYear,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,LeavingYear,Reason,RelievingStatus,office_code,JobLevel_updated,Tenure,EmploymentStatus
102999,2018,34,Travel_Rarely,1117,Sales,19,Diploma,1248,2,Male,78,3,2,Married,4442,4770,0,No,13,3,1,1,10,2,2,4,3,1,1,No,Still Employed,Still Active,Employment Ongoing,MKM,L2,7.0,Still Employed
103000,2018,35,Travel_Rarely,281,Delivery,4,Doctorate,1193,2,Male,47,3,3,Married,2813,6150,0,No,13,3,3,1,10,3,3,4,3,2,2,No,Still Employed,Still Active,Employment Ongoing,BOS,L1,7.0,Still Employed
103001,2018,38,Travel_Rarely,518,HR,9,Masters,661,3,Female,67,3,3,Married,6310,13392,6,No,14,3,3,0,13,2,3,4,1,1,3,No,Still Employed,Still Active,Employment Ongoing,TOR,L2,7.0,Still Employed
103002,2018,38,Travel_Frequently,506,Delivery,13,Diploma,1918,3,Male,67,2,2,Married,4969,26694,3,No,18,3,2,0,14,3,3,4,3,2,3,No,Still Employed,Still Active,Employment Ongoing,PHL,L2,7.0,Still Employed
103003,2018,31,Travel_Rarely,996,Sales,15,Masters,549,2,Male,66,2,1,Single,8146,3189,0,No,11,3,2,0,10,2,3,4,3,3,2,No,Still Employed,Still Active,Employment Ongoing,VAN,L3,7.0,Still Employed
103004,2018,39,Travel_Rarely,707,HR,1,Masters,1508,2,Male,48,2,4,Single,5556,10671,2,No,11,3,2,0,12,1,3,4,3,1,1,No,Still Employed,Still Active,Employment Ongoing,OTT,L2,7.0,Still Employed
103005,2018,41,Travel_Rarely,1178,HR,17,Bachelors,792,2,Male,63,3,4,Married,13425,11714,2,Yes,18,3,2,1,20,2,3,4,3,3,3,No,Still Employed,Still Active,Employment Ongoing,VAN,L3,7.0,Still Employed
103006,2018,32,Travel_Rarely,732,Corporate Functions,3,Bachelors,1820,3,Male,64,3,4,Married,10003,23795,2,Yes,16,3,3,1,11,3,2,4,3,2,2,No,Still Employed,Still Active,Employment Ongoing,VAN,L2,7.0,Still Employed
103007,2018,37,Travel_Rarely,978,HR,2,Diploma,639,2,Male,42,3,3,Single,7777,19020,0,No,13,3,3,0,12,4,2,4,3,1,4,No,Still Employed,Still Active,Employment Ongoing,VAN,L2,7.0,Still Employed
103008,2018,31,Travel_Rarely,1207,Marketing,20,Diploma,774,3,Male,82,3,3,Married,2702,23721,1,No,22,3,2,0,9,2,2,4,3,1,3,No,Still Employed,Still Active,Employment Ongoing,TOR,L1,7.0,Still Employed
103009,2018,30,Travel_Rarely,1394,Product,18,Masters,310,2,Female,59,2,4,Married,5818,14276,0,No,20,3,2,0,10,2,2,4,1,3,3,No,Still Employed,Still Active,Employment Ongoing,NYC,L2,7.0,Still Employed
103010,2018,50,Travel_Rarely,676,Corporate Functions,4,Diploma,2010,3,Male,62,3,3,Married,6312,26461,1,No,17,3,1,1,11,2,2,4,4,2,3,No,Still Employed,Still Active,Employment Ongoing,OTT,L2,7.0,Still Employed
103011,2018,31,Travel_Rarely,1346,Delivery,14,Doctorate,93,2,Male,78,1,3,Married,2739,22671,1,No,19,3,3,1,9,2,2,4,3,1,2,No,Still Employed,Still Active,Employment Ongoing,BOS,L1,7.0,Still Employed
103012,2018,29,Travel_Rarely,1409,HR,5,Bachelors,1236,2,Female,56,3,3,Divorced,3146,26327,1,No,13,3,1,1,9,5,2,4,3,1,3,No,Still Employed,Still Active,Employment Ongoing,MKM,L1,7.0,Still Employed
103013,2018,33,Travel_Rarely,1272,Sales,1,Bachelors,1746,4,Male,65,3,2,Married,5102,10606,7,No,15,3,4,0,13,2,2,4,3,1,3,No,Still Employed,Still Active,Employment Ongoing,TOR,L2,7.0,Still Employed
103014,2018,32,Travel_Rarely,392,Product,5,Diploma,935,2,Male,49,2,2,Single,6531,8894,1,No,14,3,4,1,9,2,3,4,3,2,2,No,Still Employed,Still Active,Employment Ongoing,BOS,L2,7.0,Still Employed
103015,2018,33,Travel_Rarely,862,Delivery,3,Doctorate,1275,4,Female,53,1,3,Married,4921,20601,4,No,20,4,1,0,11,2,3,4,2,1,1,No,Still Employed,Still Active,Employment Ongoing,CAL,L2,7.0,Still Employed
103016,2018,36,Travel_Rarely,1409,Delivery,7,Diploma,724,1,Male,77,2,1,Married,7570,14256,1,Yes,14,3,1,0,10,1,3,4,3,1,3,No,Still Employed,Still Active,Employment Ongoing,PHL,L3,7.0,Still Employed
103017,2018,45,Travel_Rarely,345,Sales,25,Diploma,1607,1,Male,53,2,1,Married,4393,24163,1,No,15,3,1,1,10,2,2,4,3,2,2,No,Still Employed,Still Active,Employment Ongoing,NYC,L2,7.0,Still Employed
103018,2018,35,Travel_Rarely,341,Corporate Functions,4,Masters,1477,1,Male,42,2,4,Single,5749,22601,1,No,15,3,2,0,10,2,2,4,2,1,3,No,Still Employed,Still Active,Employment Ongoing,OTT,L2,7.0,Still Employed
103019,2018,44,Travel_Rarely,517,Delivery,1,Bachelors,1530,1,Male,64,3,2,Single,7436,20916,1,No,12,3,1,2,10,3,3,4,3,3,3,No,Still Employed,Still Active,Employment Ongoing,BOS,L3,7.0,Still Employed
103020,2018,39,Travel_Rarely,238,Product,1,Doctorate,772,3,Female,66,1,3,Divorced,6207,24850,1,No,16,3,2,0,14,2,3,4,2,1,3,No,Still Employed,Still Active,Employment Ongoing,TOR,L2,7.0,Still Employed
103021,2018,53,Travel_Rarely,883,Corporate Functions,11,Diploma,937,2,Male,84,2,3,Married,11039,20279,5,Yes,12,3,2,0,28,1,2,4,3,1,1,No,Still Employed,Still Active,Employment Ongoing,TOR,L3,7.0,Still Employed
103022,2018,34,Travel_Rarely,938,Product,6,Masters,1428,3,Male,78,2,3,Married,16728,3464,2,No,18,3,1,1,11,2,2,4,3,2,3,No,Still Employed,Still Active,Employment Ongoing,BOS,L4,7.0,Still Employed
103023,2018,40,Travel_Rarely,1229,Marketing,16,Diploma,1677,2,Male,80,3,2,Married,9623,12524,0,No,13,3,3,0,13,3,3,4,4,3,3,No,Still Employed,Still Active,Employment Ongoing,MKM,L2,7.0,Still Employed
103024,2018,38,Travel_Rarely,834,Delivery,15,Diploma,1296,3,Male,60,1,1,Single,4719,20801,4,No,22,4,1,2,13,3,2,4,4,1,2,No,Still Employed,Still Active,Employment Ongoing,TOR,L2,7.0,Still Employed
103025,2018,32,Travel_Rarely,631,Sales,2,Doctorate,1230,3,Female,55,3,2,Married,9866,8970,1,No,18,3,1,1,10,4,2,4,3,3,2,No,Still Employed,Still Active,Employment Ongoing,BOS,L3,7.0,Still Employed
103026,2018,46,Travel_Rarely,946,HR,12,Doctorate,1583,3,Female,80,2,1,Married,13212,24673,1,No,14,3,1,0,26,1,2,4,2,2,2,No,Still Employed,Still Active,Employment Ongoing,NYC,L4,7.0,Still Employed
103027,2018,54,Travel_Rarely,1100,Delivery,3,Doctorate,127,1,Female,54,3,3,Single,13619,24090,7,No,12,3,1,0,20,4,1,4,2,1,2,No,Still Employed,Still Active,Employment Ongoing,TOR,L3,7.0,Still Employed
103028,2018,34,Travel_Rarely,831,HR,8,Diploma,1138,2,Male,74,2,3,Married,5239,17784,1,Yes,14,3,3,1,11,2,2,4,3,1,2,No,Still Employed,Still Active,Employment Ongoing,TOR,L2,7.0,Still Employed
103029,2018,35,Travel_Rarely,875,Marketing,6,Doctorate,923,3,Male,56,3,3,Divorced,10210,18840,2,No,20,3,2,0,17,3,3,4,2,1,3,No,Still Employed,Still Active,Employment Ongoing,VAN,L3,7.0,Still Employed
103030,2018,34,Travel_Rarely,530,Product,2,Bachelors,985,3,Female,45,3,3,Single,9628,9293,1,No,16,3,2,1,10,3,2,4,3,3,3,No,Still Employed,Still Active,Employment Ongoing,CAL,L3,7.0,Still Employed
103031,2018,51,Travel_Rarely,687,HR,19,Masters,1429,3,Female,51,2,1,Married,13445,22006,4,Yes,14,3,3,2,21,3,2,4,3,1,3,No,Still Employed,Still Active,Employment Ongoing,NYC,L3,7.0,Still Employed
103032,2018,43,Travel_Rarely,624,Sales,1,Bachelors,1613,1,Male,39,2,4,Divorced,5703,10538,3,No,11,3,2,0,13,2,3,4,3,1,1,No,Still Employed,Still Active,Employment Ongoing,CAL,L2,7.0,Still Employed
103033,2018,33,Travel_Rarely,978,Delivery,8,Masters,1278,3,Male,80,3,4,Married,8422,5478,0,No,12,3,3,1,10,0,1,4,3,1,3,No,Still Employed,Still Active,Employment Ongoing,MKM,L2,7.0,Still Employed
103034,2018,46,Travel_Rarely,539,Delivery,12,Bachelors,475,3,Male,75,3,1,Single,6283,5391,4,No,13,3,3,0,13,2,2,4,3,2,3,No,Still Employed,Still Active,Employment Ongoing,PHL,L2,7.0,Still Employed
103035,2018,35,Travel_Rarely,206,Marketing,2,Diploma,514,2,Male,61,2,2,Single,7623,3777,0,No,12,3,2,1,10,2,3,4,3,3,1,No,Still Employed,Still Active,Employment Ongoing,CAL,L3,7.0,Still Employed
103036,2018,37,Travel_Rarely,510,HR,25,Doctorate,1730,2,Female,68,3,3,Single,5076,23088,3,No,13,3,2,0,12,3,3,4,4,2,2,No,Still Employed,Still Active,Employment Ongoing,MKM,L2,7.0,Still Employed
103037,2018,33,Travel_Rarely,596,HR,6,Masters,1086,2,Male,67,2,4,Married,4921,17713,0,No,16,3,2,1,9,2,2,4,3,1,2,No,Still Employed,Still Active,Employment Ongoing,VAN,L2,7.0,Still Employed
103038,2018,38,Travel_Rarely,1162,HR,22,Masters,537,2,Female,50,3,2,Married,5546,6891,5,No,15,3,3,0,12,3,3,4,3,1,3,No,Still Employed,Still Active,Employment Ongoing,MKM,L2,7.0,Still Employed
103039,2018,34,Travel_Frequently,1130,Delivery,3,Masters,1657,3,Male,66,3,1,Married,5433,19333,1,No,12,3,3,1,10,2,3,4,3,3,3,No,Still Employed,Still Active,Employment Ongoing,VAN,L2,7.0,Still Employed
103040,2018,32,Travel_Rarely,774,HR,3,Masters,1817,1,Female,34,2,3,Divorced,9831,6939,1,No,18,3,1,0,12,3,2,4,3,1,1,No,Still Employed,Still Active,Employment Ongoing,BOS,L2,7.0,Still Employed
103041,2018,30,Travel_Rarely,116,Corporate Functions,7,Masters,239,3,Male,71,3,1,Single,2947,10903,0,No,11,3,2,1,10,3,3,4,3,2,3,No,Still Employed,Still Active,Employment Ongoing,MKM,L1,7.0,Still Employed
103042,2018,34,Travel_Rarely,803,Product,24,Doctorate,1614,2,Male,45,3,3,Married,3336,25358,2,No,17,3,3,1,9,2,2,4,3,2,3,No,Still Employed,Still Active,Employment Ongoing,TOR,L1,7.0,Still Employed
103043,2018,39,Travel_Rarely,651,Delivery,10,Diploma,120,2,Male,77,1,3,Married,5208,15793,6,No,12,3,4,2,17,2,3,4,4,1,3,No,Still Employed,Still Active,Employment Ongoing,TOR,L1,7.0,Still Employed
103044,2018,38,Travel_Rarely,1171,Sales,5,Doctorate,1989,3,Female,57,2,3,Married,5252,13495,1,No,11,3,4,0,11,2,2,4,3,1,3,No,Still Employed,Still Active,Employment Ongoing,TOR,L2,7.0,Still Employed
103045,2018,38,Travel_Frequently,360,Marketing,14,Masters,476,3,Male,91,2,3,Married,11497,15685,0,No,14,3,2,1,12,3,3,4,4,1,3,No,Still Employed,Still Active,Employment Ongoing,BOS,L3,7.0,Still Employed
103046,2018,33,Travel_Rarely,485,Sales,4,Doctorate,1996,2,Male,74,2,1,Married,10078,3717,0,No,19,3,2,0,12,2,2,4,2,2,3,No,Still Employed,Still Active,Employment Ongoing,VAN,L2,7.0,Still Employed
103047,2018,31,Travel_Rarely,1465,Marketing,2,Masters,1313,3,Male,64,3,2,Married,3643,9474,0,No,19,3,1,1,11,2,2,4,3,2,3,No,Still Employed,Still Active,Employment Ongoing,BOS,L1,7.0,Still Employed
103048,2018,48,Travel_Rarely,1440,HR,6,Doctorate,431,2,Female,80,2,1,Single,12716,15851,4,Yes,15,3,3,1,15,4,1,4,4,2,3,No,Still Employed,Still Active,Employment Ongoing,CAL,L3,7.0,Still Employed
103049,2018,34,Travel_Rarely,730,Delivery,3,Doctorate,657,1,Male,98,3,3,Married,4907,24388,1,No,19,3,2,0,11,3,3,4,3,2,2,No,Still Employed,Still Active,Employment Ongoing,TOR,L2,7.0,Still Employed
103050,2018,34,Travel_Frequently,1113,Corporate Functions,3,Masters,563,3,Female,55,2,3,Married,9805,13974,1,No,15,3,2,0,11,3,2,4,3,1,4,No,Still Employed,Still Active,Employment Ongoing,BOS,L2,7.0,Still Employed
103051,2018,39,Travel_Rarely,210,Delivery,6,Doctorate,1313,1,Male,48,2,3,Single,5748,22616,2,Yes,15,3,2,0,9,2,2,4,2,1,3,No,Still Employed,Still Active,Employment Ongoing,NYC,L2,7.0,Still Employed
103052,2018,27,Travel_Rarely,790,Corporate Functions,1,Diploma,631,2,Male,62,3,1,Divorced,7526,6142,1,No,11,3,4,0,9,3,3,4,3,1,2,No,Still Employed,Still Active,Employment Ongoing,PHL,L3,7.0,Still Employed
103053,2018,32,Travel_Rarely,1367,Delivery,5,Bachelors,1613,2,Male,62,3,3,Married,2233,5108,0,Yes,21,3,2,1,10,4,3,4,3,2,2,No,Still Employed,Still Active,Employment Ongoing,MKM,L1,7.0,Still Employed
103054,2018,45,Travel_Rarely,1155,Sales,6,Bachelors,576,3,Male,50,3,3,Married,18346,16321,2,No,11,3,2,1,22,2,2,4,2,2,2,No,Still Employed,Still Active,Employment Ongoing,MKM,L5,7.0,Still Employed
103055,2018,35,Travel_Rarely,785,Corporate Functions,18,Diploma,1073,1,Male,63,2,2,Married,11629,26771,3,No,18,3,3,1,16,2,3,4,3,1,2,No,Still Employed,Still Active,Employment Ongoing,VAN,L3,7.0,Still Employed
103056,2018,36,Travel_Rarely,443,Sales,5,Doctorate,1247,2,Male,46,2,2,Married,3745,9283,1,No,12,3,2,0,12,2,2,4,4,1,3,No,Still Employed,Still Active,Employment Ongoing,MKM,L1,7.0,Still Employed
103057,2018,33,Travel_Frequently,532,HR,14,Bachelors,1950,2,Male,93,2,3,Single,4861,21613,0,No,13,3,1,1,10,5,3,4,3,3,1,No,Still Employed,Still Active,Employment Ongoing,VAN,L2,7.0,Still Employed
103058,2018,40,Travel_Rarely,744,Sales,2,Doctorate,901,3,Female,46,3,2,Single,4816,23256,0,No,13,3,1,0,9,3,2,4,3,1,3,No,Still Employed,Still Active,Employment Ongoing,TOR,L2,7.0,Still Employed
103059,2018,33,Travel_Rarely,1381,Product,1,Diploma,676,2,Male,42,3,4,Married,2683,7633,0,No,12,3,3,0,10,3,2,4,3,3,3,No,Still Employed,Still Active,Employment Ongoing,PHL,L1,7.0,Still Employed
103060,2018,44,Travel_Rarely,635,Product,3,Diploma,1486,2,Male,61,2,3,Married,19503,22017,7,No,14,3,4,0,21,1,3,4,3,2,3,No,Still Employed,Still Active,Employment Ongoing,NYC,L5,7.0,Still Employed
103061,2018,45,Travel_Rarely,589,Product,23,Bachelors,1867,2,Male,89,1,3,Single,5896,23856,0,No,13,3,3,1,10,2,2,4,3,1,3,No,Still Employed,Still Active,Employment Ongoing,MKM,L2,7.0,Still Employed
103062,2018,37,Travel_Rarely,193,Product,4,Doctorate,1625,2,Male,76,2,3,Married,3048,10301,0,No,14,3,3,0,10,2,2,4,3,1,3,No,Still Employed,Still Active,Employment Ongoing,MKM,L1,7.0,Still Employed
103063,2018,36,Travel_Rarely,1237,Marketing,8,Diploma,1791,3,Male,88,3,2,Single,4074,12832,2,No,13,3,3,0,18,3,2,4,1,2,3,No,Still Employed,Still Active,Employment Ongoing,MKM,L2,7.0,Still Employed
103064,2018,36,Travel_Rarely,1320,Marketing,11,Masters,953,2,Male,61,3,4,Married,6659,4863,2,No,15,3,1,0,17,1,2,4,2,1,3,No,Still Employed,Still Active,Employment Ongoing,NYC,L2,7.0,Still Employed
103065,2018,39,Travel_Rarely,640,HR,11,Diploma,1535,1,Male,52,3,3,Divorced,4361,2992,0,No,17,3,1,0,10,2,2,4,3,1,3,No,Still Employed,Still Active,Employment Ongoing,CAL,L2,7.0,Still Employed
103066,2018,35,Travel_Rarely,807,HR,1,Masters,1381,3,Male,58,2,4,Single,5379,10830,0,Yes,11,3,2,0,10,0,3,4,3,1,1,No,Still Employed,Still Active,Employment Ongoing,TOR,L2,7.0,Still Employed
103067,2018,53,Travel_Rarely,515,Sales,12,Diploma,1569,2,Male,65,3,2,Divorced,17014,19221,3,No,18,3,2,0,35,4,2,4,3,2,3,No,Still Employed,Still Active,Employment Ongoing,NYC,L4,7.0,Still Employed
103068,2018,47,Travel_Rarely,678,Corporate Functions,8,Diploma,489,2,Female,70,3,3,Married,11434,20744,4,No,11,3,3,0,23,2,2,4,3,1,2,No,Still Employed,Still Active,Employment Ongoing,VAN,L3,7.0,Still Employed
103069,2018,35,Travel_Rarely,964,Delivery,3,Doctorate,986,3,Male,78,2,2,Married,2592,12304,3,No,20,3,3,0,14,5,3,4,3,2,3,No,Still Employed,Still Active,Employment Ongoing,PHL,L1,7.0,Still Employed
103070,2018,32,Travel_Rarely,1399,Marketing,15,Diploma,1365,3,Female,73,2,3,Married,2147,18167,1,No,15,3,2,1,9,4,3,4,2,1,2,No,Still Employed,Still Active,Employment Ongoing,PHL,L1,7.0,Still Employed
103071,2018,57,Travel_Rarely,622,HR,6,Bachelors,1670,2,Male,77,1,3,Divorced,10988,20531,2,No,18,3,3,1,22,2,3,4,1,2,2,No,Still Employed,Still Active,Employment Ongoing,TOR,L3,7.0,Still Employed
103072,2018,32,Travel_Rarely,589,Delivery,3,Masters,884,2,Male,73,3,1,Divorced,4759,3498,1,No,17,3,1,0,12,2,3,4,4,2,4,No,Still Employed,Still Active,Employment Ongoing,BOS,L1,7.0,Still Employed
103073,2018,44,Travel_Rarely,853,HR,2,Masters,1130,3,Male,93,1,3,Divorced,19641,18669,2,No,14,3,2,0,26,2,3,4,3,1,3,No,Still Employed,Still Active,Employment Ongoing,TOR,L5,7.0,Still Employed
103074,2018,29,Travel_Rarely,1367,HR,3,Doctorate,1580,2,Male,86,2,1,Married,4724,16195,1,No,18,3,4,0,10,2,3,4,4,1,2,No,Still Employed,Still Active,Employment Ongoing,MKM,L1,7.0,Still Employed
103075,2018,44,Travel_Rarely,1315,Delivery,1,Doctorate,1656,4,Male,58,1,3,Married,5718,5413,1,No,19,3,1,1,10,3,3,4,3,2,3,No,Still Employed,Still Active,Employment Ongoing,CAL,L2,7.0,Still Employed
103076,2018,34,Travel_Frequently,788,Corporate Functions,9,Doctorate,414,2,Male,37,3,4,Single,9526,15443,1,No,14,3,4,0,9,2,2,4,2,3,3,No,Still Employed,Still Active,Employment Ongoing,CAL,L3,7.0,Still Employed
103077,2018,36,Travel_Rarely,1251,Marketing,18,Masters,891,1,Male,33,3,2,Married,7651,4821,0,No,13,3,3,0,10,2,2,4,1,1,4,No,Still Employed,Still Active,Employment Ongoing,NYC,L3,7.0,Still Employed
103078,2018,33,Travel_Rarely,993,Marketing,15,Masters,1702,2,Male,58,3,2,Married,5012,26229,3,No,11,3,3,0,11,2,3,4,4,1,3,No,Still Employed,Still Active,Employment Ongoing,NYC,L2,7.0,Still Employed
103079,2018,34,Travel_Rarely,1026,Delivery,15,Diploma,1547,3,Male,87,2,2,Divorced,8584,21173,1,Yes,19,3,3,0,10,3,1,4,3,1,1,No,Still Employed,Still Active,Employment Ongoing,VAN,L2,7.0,Still Employed
103080,2018,38,Travel_Rarely,579,Product,14,Doctorate,780,4,Male,72,3,2,Married,7599,6886,3,No,17,3,3,1,10,3,2,4,4,1,3,No,Still Employed,Still Active,Employment Ongoing,VAN,L3,7.0,Still Employed
103081,2018,53,Travel_Frequently,1110,Corporate Functions,5,Masters,816,3,Male,54,3,3,Divorced,14827,13660,4,No,16,3,3,0,28,3,3,4,2,2,1,No,Still Employed,Still Active,Employment Ongoing,MKM,L4,7.0,Still Employed
103082,2018,42,Travel_Rarely,974,Product,5,Bachelors,694,3,Male,49,2,4,Married,19370,9167,3,No,13,3,1,1,24,2,3,4,2,2,1,No,Still Employed,Still Active,Employment Ongoing,NYC,L5,7.0,Still Employed
103083,2018,34,Travel_Rarely,861,HR,19,Bachelors,1246,3,Male,88,2,1,Married,6936,17249,1,No,17,3,2,0,10,2,2,4,3,1,3,No,Still Employed,Still Active,Employment Ongoing,MKM,L2,7.0,Still Employed
103084,2018,37,Travel_Rarely,966,Marketing,2,Doctorate,1188,4,Male,86,3,4,Divorced,7829,6601,4,No,14,3,1,1,11,2,3,4,4,1,3,No,Still Employed,Still Active,Employment Ongoing,MKM,L2,7.0,Still Employed
103085,2018,48,Travel_Frequently,434,Product,2,Masters,1432,2,Male,90,3,3,Single,4651,2709,0,No,19,3,1,0,11,2,2,4,3,1,2,No,Still Employed,Still Active,Employment Ongoing,OTT,L2,7.0,Still Employed
103086,2018,45,Travel_Rarely,203,Marketing,4,Diploma,1063,4,Female,92,2,3,Divorced,6470,24672,0,No,12,3,1,1,15,3,3,4,2,1,3,No,Still Employed,Still Active,Employment Ongoing,PHL,L2,7.0,Still Employed
103087,2018,27,Travel_Rarely,633,HR,1,Masters,723,3,Male,66,3,1,Divorced,7423,5983,1,No,11,3,3,0,9,2,2,4,3,1,3,No,Still Employed,Still Active,Employment Ongoing,TOR,L2,7.0,Still Employed
103088,2018,36,Travel_Frequently,498,Delivery,12,Bachelors,530,2,Male,59,2,4,Married,10692,15487,0,No,14,3,3,0,10,3,2,4,3,2,3,No,Still Employed,Still Active,Employment Ongoing,CAL,L3,7.0,Still Employed
103089,2018,31,Travel_Rarely,1410,Marketing,3,Bachelors,458,3,Male,54,3,3,Divorced,4562,26176,1,No,13,3,1,1,10,1,3,4,3,1,3,No,Still Employed,Still Active,Employment Ongoing,NYC,L2,7.0,Still Employed
103090,2018,46,Travel_Rarely,1212,Marketing,2,Diploma,1085,1,Male,54,3,2,Single,16314,20825,7,No,17,3,3,2,26,1,3,4,2,2,2,No,Still Employed,Still Active,Employment Ongoing,TOR,L4,7.0,Still Employed
103091,2018,34,Travel_Rarely,435,HR,7,Bachelors,57,1,Female,54,3,2,Married,11958,21258,0,No,11,3,3,0,13,3,2,4,3,1,4,No,Still Employed,Still Active,Employment Ongoing,NYC,L3,7.0,Still Employed
103092,2018,30,Travel_Rarely,1083,Marketing,2,Doctorate,479,3,Male,53,3,4,Single,2552,7093,0,No,13,3,3,0,11,2,2,4,2,2,2,No,Still Employed,Still Active,Employment Ongoing,OTT,L1,7.0,Still Employed
103093,2018,51,Travel_Rarely,1001,Marketing,2,Doctorate,1110,2,Male,39,2,3,Married,10697,8391,5,No,11,3,1,1,13,4,3,4,2,3,1,No,Still Employed,Still Active,Employment Ongoing,OTT,L3,7.0,Still Employed
103094,2018,48,Travel_Rarely,868,Sales,1,Masters,1084,3,Male,82,2,3,Married,18246,8521,4,No,11,3,3,0,27,2,3,4,1,1,1,No,Still Employed,Still Active,Employment Ongoing,CAL,L5,7.0,Still Employed
103095,2018,44,Travel_Rarely,767,Sales,4,Masters,1000,1,Male,81,2,2,Married,19181,22673,5,No,12,3,4,0,21,2,2,4,3,2,3,No,Still Employed,Still Active,Employment Ongoing,NYC,L5,7.0,Still Employed
103096,2018,33,Travel_Rarely,1027,Sales,2,Diploma,284,3,Male,45,2,3,Married,9454,14067,1,Yes,18,3,2,0,10,2,2,4,4,1,4,No,Still Employed,Still Active,Employment Ongoing,VAN,L2,7.0,Still Employed
103097,2018,44,Travel_Rarely,1240,Delivery,9,Diploma,983,3,Male,90,3,3,Divorced,17495,5436,3,No,13,3,2,1,25,3,3,4,2,1,1,No,Still Employed,Still Active,Employment Ongoing,VAN,L4,7.0,Still Employed
103098,2018,54,Non-Travel,167,Delivery,20,Masters,385,2,Male,36,3,3,Divorced,5411,15984,2,No,18,3,3,1,11,4,3,4,3,1,3,No,Still Employed,Still Active,Employment Ongoing,TOR,L2,7.0,Still Employed
103099,2018,30,Travel_Rarely,477,Sales,7,Bachelors,755,3,Female,48,2,4,Divorced,12936,8591,0,No,15,3,2,0,11,2,3,4,3,1,3,No,Still Employed,Still Active,Employment Ongoing,VAN,L3,7.0,Still Employed
103100,2018,34,Travel_Rarely,992,Marketing,1,Bachelors,303,2,Female,85,3,3,Married,8866,8967,1,No,13,3,1,0,10,2,3,4,3,1,3,No,Still Employed,Still Active,Employment Ongoing,OTT,L3,7.0,Still Employed
103101,2018,33,Travel_Rarely,490,Corporate Functions,10,Masters,676,3,Male,63,3,1,Divorced,7409,6392,1,No,15,3,4,0,9,3,2,4,3,1,3,No,Still Employed,Still Active,Employment Ongoing,CAL,L3,7.0,Still Employed
103102,2018,31,Travel_Rarely,1429,HR,3,Masters,801,2,Female,58,2,2,Married,3204,20060,0,No,14,3,1,0,10,2,1,4,3,2,3,No,Still Employed,Still Active,Employment Ongoing,PHL,L1,7.0,Still Employed
103103,2018,55,Travel_Rarely,1291,Product,19,Masters,535,3,Male,89,2,2,Married,10371,2803,4,No,17,3,4,0,21,3,3,4,3,3,3,No,Still Employed,Still Active,Employment Ongoing,MKM,L3,7.0,Still Employed
103104,2018,47,Travel_Rarely,988,Marketing,3,Bachelors,525,1,Male,71,3,1,Married,19317,8384,2,No,12,3,3,1,22,3,2,4,2,1,2,No,Still Employed,Still Active,Employment Ongoing,VAN,L5,7.0,Still Employed
103105,2018,50,Travel_Rarely,230,HR,19,Doctorate,407,4,Female,31,3,3,Married,17418,14013,1,No,13,3,3,0,23,3,3,4,2,3,2,No,Still Employed,Still Active,Employment Ongoing,PHL,L4,7.0,Still Employed
103106,2018,30,Travel_Rarely,729,Delivery,1,Bachelors,119,3,Male,60,3,3,Divorced,4019,10813,1,No,22,3,3,0,11,1,3,4,3,1,3,No,Still Employed,Still Active,Employment Ongoing,NYC,L2,7.0,Still Employed
103107,2018,44,Travel_Frequently,640,HR,11,Diploma,760,2,Male,89,2,3,Married,11023,15517,3,No,16,3,2,0,14,3,3,4,3,1,2,No,Still Employed,Still Active,Employment Ongoing,PHL,L3,7.0,Still Employed
103108,2018,33,Travel_Rarely,1105,Product,22,Diploma,672,2,Male,62,2,3,Married,4427,23941,2,No,15,3,1,2,12,3,3,4,3,3,2,No,Still Employed,Still Active,Employment Ongoing,VAN,L2,7.0,Still Employed
103109,2018,34,Travel_Rarely,1238,Sales,15,Doctorate,434,3,Male,89,3,2,Single,7991,5123,0,No,15,3,3,1,12,2,1,4,4,2,3,No,Still Employed,Still Active,Employment Ongoing,TOR,L2,7.0,Still Employed
103110,2018,37,Travel_Rarely,727,Corporate Functions,1,Doctorate,1893,1,Female,38,2,3,Divorced,9851,6721,1,No,21,4,1,0,12,2,2,4,2,1,1,No,Still Employed,Still Active,Employment Ongoing,BOS,L3,7.0,Still Employed
103111,2018,39,Travel_Rarely,1315,Sales,2,Diploma,370,3,Male,47,2,3,Divorced,5243,19772,2,No,18,3,3,1,14,0,3,4,3,3,2,No,Still Employed,Still Active,Employment Ongoing,BOS,L2,7.0,Still Employed
103112,2018,43,Travel_Rarely,552,Delivery,10,Masters,1933,1,Male,31,3,3,Married,7503,16901,1,No,16,3,2,1,10,1,2,4,3,1,3,No,Still Employed,Still Active,Employment Ongoing,VAN,L2,7.0,Still Employed
103113,2018,34,Travel_Rarely,1312,Product,4,Diploma,162,3,Male,45,2,1,Single,11597,5654,1,No,12,3,4,0,14,5,3,4,4,2,3,No,Still Employed,Still Active,Employment Ongoing,NYC,L3,7.0,Still Employed
